TrialDescriptor,Stimulus,BlobNum,StartPosX,StartPosY,StartPosZ,EndPosX,EndPosY,EndPosZ,StartRotX,StartRotY,StartRotZ,EndRotX,EndRotY,EndRotZ
Reset#: 53; Best Score: 120,1,BlueSunWithTrail,-0.02994607,0.8594314,0.2437346,-0.02994607,0.8594314,0.2437346,0,0,0,0,0,0
Reset#: 53; Best Score: 120,2,CenterEyeAnchor,0.001339186,1.402193,-1.002116,0.001339186,1.402193,-1.002116,-0.01391847,0.002005215,-0.006684249,-0.01391847,0.002005215,-0.006684249
Reset#: 54; Best Score: 120,0,BlueSunWithTrail,0.0663479,1.180338,0.05602011,0.0663479,1.180338,0.05602011,0,0,0,0,0,0
Reset#: 54; Best Score: 120,1,BlueSunWithTrail,0.0663479,1.180338,0.05602011,0.0663479,1.180338,0.05602011,0,0,0,0,0,0
Reset#: 54; Best Score: 120,2,CenterEyeAnchor,0.001337517,1.4022,-1.002118,0.001337517,1.4022,-1.002118,-0.01389924,0.002010169,-0.006688353,-0.01389924,0.002010169,-0.006688353
Reset#: 55; Best Score: 120,0,BlueSunWithTrail,0.1823967,1.07556,-0.1421194,0.1823967,1.07556,-0.1421194,0,0,0,0,0,0
Reset#: 55; Best Score: 120,1,BlueSunWithTrail,0.1823967,1.07556,-0.1421194,0.1823967,1.07556,-0.1421194,0,0,0,0,0,0
Reset#: 55; Best Score: 120,2,CenterEyeAnchor,0.00133849,1.402203,-1.002122,0.00133849,1.402203,-1.002122,-0.01391943,0.002015066,-0.006689698,-0.01391943,0.002015066,-0.006689698
Reset#: 56; Best Score: 120,0,BlueSunWithTrail,-0.09073155,0.9265333,-0.09435867,-0.09073155,0.9265333,-0.09435867,0,0,0,0,0,0
Reset#: 56; Best Score: 120,1,BlueSunWithTrail,-0.09073155,0.9265333,-0.09435867,-0.09073155,0.9265333,-0.09435867,0,0,0,0,0,0
Reset#: 56; Best Score: 120,2,CenterEyeAnchor,0.001336958,1.402202,-1.00212,0.001336958,1.402202,-1.00212,-0.01390971,0.002013132,-0.006686855,-0.01390971,0.002013132,-0.006686855
Reset#: 57; Best Score: 120,0,BlueSunWithTrail,-0.008541182,0.821883,0.1323913,-0.006531152,0.8223007,0.1321327,0,0,0,0,0,0
Reset#: 57; Best Score: 120,1,BlueSunWithTrail,-0.008541182,0.821883,0.1323913,-0.006531152,0.8223007,0.1321327,0,0,0,0,0,0
Reset#: 57; Best Score: 120,2,CenterEyeAnchor,0.001334682,1.402197,-1.002116,0.001332236,1.402207,-1.002126,-0.01388579,0.002002426,-0.006671026,-0.01394632,0.002002824,-0.006660771
Reset#: 58; Best Score: 120,0,BlueSunWithTrail,0.2698127,1.026012,-0.1191542,0.2698127,1.026012,-0.1191542,0,0,0,0,0,0
Reset#: 58; Best Score: 120,1,BlueSunWithTrail,0.2698127,1.026012,-0.1191542,0.2698127,1.026012,-0.1191542,0,0,0,0,0,0
Reset#: 58; Best Score: 120,2,CenterEyeAnchor,0.00133568,1.402206,-1.002125,0.00133568,1.402206,-1.002125,-0.01393939,0.002011659,-0.006674463,-0.01393939,0.002011659,-0.006674463
Reset#: 59; Best Score: 120,0,BlueSunWithTrail,0.1164873,0.9465705,-0.2650985,0.1164873,0.9465705,-0.2650985,0,0,0,0,0,0
Reset#: 59; Best Score: 120,1,BlueSunWithTrail,0.1164873,0.9465705,-0.2650985,0.1164873,0.9465705,-0.2650985,0,0,0,0,0,0
Reset#: 59; Best Score: 120,2,CenterEyeAnchor,0.001330598,1.40221,-1.002129,0.001330598,1.40221,-1.002129,-0.01396912,0.002007194,-0.006644895,-0.01396912,0.002007194,-0.006644895
Reset#: 60; Best Score: 120,0,BlueSunWithTrail,0.1740966,0.7694553,0.08065929,0.1740966,0.7694553,0.08065929,0,0,0,0,0,0
Reset#: 60; Best Score: 120,1,BlueSunWithTrail,0.1740966,0.7694553,0.08065929,0.1740966,0.7694553,0.08065929,0,0,0,0,0,0
Reset#: 60; Best Score: 120,2,CenterEyeAnchor,0.001332301,1.402212,-1.00213,0.001332301,1.402212,-1.00213,-0.01397731,0.002011622,-0.006651091,-0.01397731,0.002011622,-0.006651091
Reset#: 61; Best Score: 120,0,BlueSunWithTrail,0.2101089,0.840472,-0.07108242,0.2101089,0.840472,-0.07108242,0,0,0,0,0,0
Reset#: 61; Best Score: 120,1,BlueSunWithTrail,0.2101089,0.840472,-0.07108242,0.2101089,0.840472,-0.07108242,0,0,0,0,0,0
Reset#: 61; Best Score: 120,2,CenterEyeAnchor,0.001331777,1.402211,-1.002129,0.001331777,1.402211,-1.002129,-0.013969,0.002006118,-0.006653692,-0.013969,0.002006118,-0.006653692
Reset#: 62; Best Score: 120,0,BlueSunWithTrail,0.06387753,1.024421,0.1052601,0.06387753,1.024421,0.1052601,0,0,0,0,0,0
Reset#: 62; Best Score: 120,1,BlueSunWithTrail,0.06387753,1.024421,0.1052601,0.06387753,1.024421,0.1052601,0,0,0,0,0,0
Reset#: 62; Best Score: 120,2,CenterEyeAnchor,0.001331438,1.40221,-1.002129,0.001331438,1.40221,-1.002129,-0.0139645,0.002002789,-0.006655175,-0.0139645,0.002002789,-0.006655175
Reset#: 63; Best Score: 120,0,BlueSunWithTrail,0.1719192,0.7906502,0.1028691,0.1719192,0.7906502,0.1028691,0,0,0,0,0,0
Reset#: 63; Best Score: 120,1,BlueSunWithTrail,0.1719192,0.7906502,0.1028691,0.1719192,0.7906502,0.1028691,0,0,0,0,0,0
Reset#: 63; Best Score: 120,2,CenterEyeAnchor,0.001334091,1.402208,-1.002128,0.001334091,1.402208,-1.002128,-0.01395901,0.002014567,-0.006662932,-0.01395901,0.002014567,-0.006662932
Reset#: 64; Best Score: 120,0,BlueSunWithTrail,-0.115241,0.921634,-0.1027974,-0.08536689,0.9816074,-0.03137671,0,0,0,0,0,0
Reset#: 64; Best Score: 120,1,BlueSunWithTrail,-0.115241,0.921634,-0.1027974,-0.08536689,0.9816074,-0.03137671,0,0,0,0,0,0
Reset#: 64; Best Score: 120,2,CenterEyeAnchor,0.001334552,1.402209,-1.002128,0.001362421,1.402212,-1.002131,-0.01396227,0.002012137,-0.006667318,-0.01398251,0.002179837,-0.00667304
